"(8, 5)",[-2.16699713 -2.07768394 -2.11127419 -2.07520342]
"(6, 4)",[-1.60237037 -1.61799326 -1.5234344  -1.61180645]
"(4, 7)",[-2.16734028 -2.18323138 -2.20933001 -2.12133234]
"(7, 2)",[-1.3828139  -1.44439541  0.37694497 -1.45898119]
"(9, 2)",[-1.3419523  -1.39845524 -1.43208107 -1.35981899]
"(8, 3)",[-1.99925787 -1.88612639 -1.88606834 -1.98452348]
"(7, -2)",[ 3.85209369 -1.22844378 -1.29049914 -1.29295562]
"(3, -6)",[-1.06017513 -1.05491263 -1.08224004 -0.47508617]
"(8, -5)",[-1.43248222 -1.43443246 -1.42210006 -1.37229735]
"(9, -7)",[-0.95644277 -1.00283754 -0.97284364 -1.0010014 ]
"(8, 4)",[-1.84428722 -1.8456325  -1.80061396 -1.88991822]
"(6, 5)",[-2.24447528 -2.18145744 -2.23220577 -2.18347103]
"(-9, 1)",[ 0.   0.   0.  -0.1]
"(-9, 3)",[-0.1 -0.1 -0.1 -0.1]
"(-6, 2)",[ 0.31052172 -0.2809     -0.21772    -0.2809    ]
"(-9, 2)",[-0.1 -0.1  0.   0. ]
"(-4, 4)",[-0.28981    -0.28981    -0.05416689 -0.30805589]
"(-2, 6)",[-0.47134091 -0.53501369  3.11991872 -0.55197492]
"(1, 5)",[-1.04233285 -1.07373719  9.01985268 -1.0177231 ]
"(-5, 6)",[-0.1       0.103397  0.        0.      ]
"(-4, 6)",[-0.271      -0.20118646 -0.21909722 -0.20185922]
"(-4, 5)",[-0.19        3.97916604 -0.1099     -0.216829  ]
"(-4, 7)",[-0.28981    -0.21086615 -0.20185922 -0.1       ]
"(-1, 7)",[-1.27855106 -1.26450096 -0.72069406 -1.32814568]
"(4, 8)",[-2.46983251 -2.45086639 -2.41738144 -2.40794354]
"(3, 6)",[-1.94164992 -2.02750469 -1.996093   -1.9328535 ]
"(-6, -6)",[-0.1999     -0.21323907 -0.2187001  -0.1999    ]
"(-7, -5)",[ 0.  -0.1  0.  -0.1]
"(-8, -2)",[-0.1    -0.1099 -0.1     0.    ]
"(-8, -1)",[-0.271      -0.22943386 -0.1999     -0.19      ]
"(-9, 0)",[-0.1        -0.1        -0.1099     -0.11185922]
"(-6, 1)",[-0.19       -0.19115302  5.29357824 -0.36271   ]
"(-8, 5)",[-0.1    -0.1    -0.1099  0.    ]
"(-9, 6)",[ 0.   0.   0.  -0.1]
"(-8, 7)",[-0.19 -0.1   0.    0.  ]
"(-7, 6)",[-0.1  0.   0.   0. ]
"(-6, 3)",[-0.1999     -0.13055152  0.27993437 -0.1099    ]
"(-7, -1)",[-0.1        -0.1099     -0.03219203 -0.04323383]
"(-9, -2)",[-0.1 -0.1 -0.1 -0.1]
"(-8, -3)",[-0.1        -0.06961885 -0.1        -0.1       ]
"(-7, -3)",[-0.1        -0.11194655 -0.19       -0.126829  ]
"(-8, -5)",[-0.19 -0.1  -0.19 -0.1 ]
"(-9, -6)",[ 0.   0.  -0.1  0. ]
"(-8, -7)",[-0.1  0.   0.   0. ]
"(-7, -7)",[-0.1    -0.1    -0.1099 -0.1099]
"(-7, -6)",[-0.2008801  -0.11969209 -0.1        -0.1099    ]
"(-6, -7)",[-0.1 -0.1  0.   0. ]
"(-5, -7)",[-0.2907901  -0.21067219 -0.305848   -0.30960463]
"(2, 8)",[-1.75730427 -1.75035024 -1.84657013 -1.82294859]
"(0, 8)",[-1.94997162 -1.89939416 -1.92523377 -1.89230856]
"(-2, 8)",[-0.71740498 -0.88506483 -0.73161167 -0.81526473]
"(-1, 8)",[-1.28919933 -1.29955112 -1.26026678 -1.23787327]
"(9, 4)",[-1.63057944 -1.6444486  -1.57793476 -1.51744611]
"(9, -9)",[-0.20881    -0.23649338 -0.2097901  -0.21771109]
"(9, -8)",[-0.58796696 -0.598502   -0.64116469 -0.72690211]
"(8, -8)",[-0.7206095  -0.77228052 -0.71279235 -0.76993002]
"(8, -9)",[-0.3994004  -0.37990532 -0.30958031 -0.35610027]
"(7, -9)",[-0.55885448 -0.39938277 -0.3994004  -0.44549097]
"(1, 9)",[-1.6363862  -1.62212704 -1.70978483 -1.61711798]
"(5, 8)",[-1.95682308 -2.03066646 -1.97916814 -2.05382905]
"(6, 8)",[-2.21114892 -2.21650931 -2.24725454 -2.27103828]
"(7, 9)",[-2.09175668 -2.14139937 -2.16749529 -2.09175192]
